GRDC Agro Ecological Zones,GRDC Regions,Sub regions,Season,Crops,Area Hectares,Value Tonnes,Disease Groups,Disease,Disease Presence Status,Disease Incidence year_Percentage,Disease Incidence Area_Percentage,Disease Severity without control_Percentage,Disease Severity with control_Percentage,Disease Severity Control GeneticContributionPercentage,Disease Severity Control CulturalContributionPercentage,Disease Severity Control PesticideContributionPercentage,Average Commodity Price,FungicideResistanceRisk
SA VIC Mallee,Southern,Buloke,2012/13,Narrowleaf Lupins,3651,3909,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Karoonda,2012/13,Narrowleaf Lupins,8049,8355,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Le Hunte,2012/13,Narrowleaf Lupins,1559,1333,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Loxton Region,2012/13,Narrowleaf Lupins,860,1228,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Mildura Region,2012/13,Narrowleaf Lupins,6814,6042,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Strathalbyn,2012/13,Narrowleaf Lupins,1478,2314,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Swan Hill,2012/13,Narrowleaf Lupins,1513,1332,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Whyalla,2012/13,Narrowleaf Lupins,11737,11594,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Buloke,2013/14,Narrowleaf Lupins,3519,4355,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Karoonda,2013/14,Narrowleaf Lupins,7450,8807,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Le Hunte,2013/14,Narrowleaf Lupins,1443,1405,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Loxton Region,2013/14,Narrowleaf Lupins,796,1294,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Mildura Region,2013/14,Narrowleaf Lupins,6569,6731,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Strathalbyn,2013/14,Narrowleaf Lupins,1368,2439,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Swan Hill,2013/14,Narrowleaf Lupins,1458,1484,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Whyalla,2013/14,Narrowleaf Lupins,10864,12220,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Buloke,2014/15,Narrowleaf Lupins,4001,3865,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Karoonda,2014/15,Narrowleaf Lupins,9047,8468,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Le Hunte,2014/15,Narrowleaf Lupins,1753,1351,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Loxton Region,2014/15,Narrowleaf Lupins,966,1244,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Mildura Region,2014/15,Narrowleaf Lupins,7468,5973,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Strathalbyn,2014/15,Narrowleaf Lupins,1661,2345,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Swan Hill,2014/15,Narrowleaf Lupins,1658,1317,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Whyalla,2014/15,Narrowleaf Lupins,13192,11750,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Buloke,2015/16,Narrowleaf Lupins,2383,952,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Karoonda,2015/16,Narrowleaf Lupins,13303,8171,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Kerang,2015/16,Narrowleaf Lupins,1402,376,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Le Hunte,2015/16,Narrowleaf Lupins,1664,1390,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Loxton Region,2015/16,Narrowleaf Lupins,2664,1942,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Mannum,2015/16,Narrowleaf Lupins,1915,1811,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Mildura Region,2015/16,Narrowleaf Lupins,20184,15621,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Murray Bridge,2015/16,Narrowleaf Lupins,557,583,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Robinvale,2015/16,Narrowleaf Lupins,578,694,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Strathalbyn,2015/16,Narrowleaf Lupins,1055,1330,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Swan Hill,2015/16,Narrowleaf Lupins,2612,1197,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Whyalla,2015/16,Narrowleaf Lupins,16991,12089,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Buloke,2016/17,Narrowleaf Lupins,2822,6462,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Karoonda,2016/17,Narrowleaf Lupins,12234,12997,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Kerang,2016/17,Narrowleaf Lupins,751,1027,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Le Hunte,2016/17,Narrowleaf Lupins,1857,2134,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Loxton Region,2016/17,Narrowleaf Lupins,2005,2426,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Mannum,2016/17,Narrowleaf Lupins,1223,1404,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Mildura Region,2016/17,Narrowleaf Lupins,11294,19143,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Murray Bridge,2016/17,Narrowleaf Lupins,521,739,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Robinvale,2016/17,Narrowleaf Lupins,271,657,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Strathalbyn,2016/17,Narrowleaf Lupins,1392,2856,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Swan Hill,2016/17,Narrowleaf Lupins,1800,2797,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Whyalla,2016/17,Narrowleaf Lupins,16250,17956,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Buloke,2017/18,Narrowleaf Lupins,2993,4308,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Karoonda,2017/18,Narrowleaf Lupins,10137,9748,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Kerang,2017/18,Narrowleaf Lupins,796,684,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Le Hunte,2017/18,Narrowleaf Lupins,1539,1600,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Loxton Region,2017/18,Narrowleaf Lupins,1661,1819,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Mannum,2017/18,Narrowleaf Lupins,1014,1053,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Mildura Region,2017/18,Narrowleaf Lupins,11978,12762,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Murray Bridge,2017/18,Narrowleaf Lupins,431,554,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Robinvale,2017/18,Narrowleaf Lupins,287,438,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Strathalbyn,2017/18,Narrowleaf Lupins,1153,2142,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Swan Hill,2017/18,Narrowleaf Lupins,1909,1864,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Whyalla,2017/18,Narrowleaf Lupins,13464,13467,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Buloke,2018/19,Narrowleaf Lupins,2843,1675,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Karoonda,2018/19,Narrowleaf Lupins,9630,4397,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Kerang,2018/19,Narrowleaf Lupins,757,369,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Le Hunte,2018/19,Narrowleaf Lupins,1462,990,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Loxton Region,2018/19,Narrowleaf Lupins,1578,591,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Mannum,2018/19,Narrowleaf Lupins,963,557,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Mildura Region,2018/19,Narrowleaf Lupins,11379,4648,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Murray Bridge,2018/19,Narrowleaf Lupins,410,230,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Robinvale,2018/19,Narrowleaf Lupins,273,182,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Strathalbyn,2018/19,Narrowleaf Lupins,1095,1115,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Swan Hill,2018/19,Narrowleaf Lupins,1814,628,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Whyalla,2018/19,Narrowleaf Lupins,12791,7203,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Buloke,2019/20,Narrowleaf Lupins,2667,2279,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Karoonda,2019/20,Narrowleaf Lupins,9534,5765,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Kerang,2019/20,Narrowleaf Lupins,710,387,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Le Hunte,2019/20,Narrowleaf Lupins,1447,1047,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Loxton Region,2019/20,Narrowleaf Lupins,1562,598,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Mannum,2019/20,Narrowleaf Lupins,953,648,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Mildura Region,2019/20,Narrowleaf Lupins,10673,4360,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Murray Bridge,2019/20,Narrowleaf Lupins,406,316,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Robinvale,2019/20,Narrowleaf Lupins,256,174,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Strathalbyn,2019/20,Narrowleaf Lupins,1084,1430,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Swan Hill,2019/20,Narrowleaf Lupins,1701,689,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Whyalla,2019/20,Narrowleaf Lupins,12663,7307,Root and Crown Fungi,Charcoal Rot,Y,5,5,5,0,0,100,0,337,No
SA VIC Mallee,Southern,Buloke,2010/11,Narrowleaf Lupins,5180,9441,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Karoonda,2010/11,Narrowleaf Lupins,8470,10499,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Le Hunte,2010/11,Narrowleaf Lupins,1641,1675,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Mildura Region,2010/11,Narrowleaf Lupins,9669,14591,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Strathalbyn,2010/11,Narrowleaf Lupins,1555,2907,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Swan Hill,2010/11,Narrowleaf Lupins,2146,3217,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Whyalla,2010/11,Narrowleaf Lupins,12352,14568,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,268,No
SA VIC Mallee,Southern,Buloke,2011/12,Narrowleaf Lupins,5119,5501,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Karoonda,2011/12,Narrowleaf Lupins,7975,7902,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Le Hunte,2011/12,Narrowleaf Lupins,1711,1418,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Mildura Region,2011/12,Narrowleaf Lupins,9554,8501,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Strathalbyn,2011/12,Narrowleaf Lupins,1464,2188,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Swan Hill,2011/12,Narrowleaf Lupins,2121,1874,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Whyalla,2011/12,Narrowleaf Lupins,12875,12328,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,232,No
SA VIC Mallee,Southern,Buloke,2012/13,Narrowleaf Lupins,3651,3909,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Karoonda,2012/13,Narrowleaf Lupins,8049,8355,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Le Hunte,2012/13,Narrowleaf Lupins,1559,1333,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Loxton Region,2012/13,Narrowleaf Lupins,860,1228,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Mildura Region,2012/13,Narrowleaf Lupins,6814,6042,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Strathalbyn,2012/13,Narrowleaf Lupins,1478,2314,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Swan Hill,2012/13,Narrowleaf Lupins,1513,1332,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Whyalla,2012/13,Narrowleaf Lupins,11737,11594,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,340,No
SA VIC Mallee,Southern,Buloke,2013/14,Narrowleaf Lupins,3519,4355,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Karoonda,2013/14,Narrowleaf Lupins,7450,8807,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Le Hunte,2013/14,Narrowleaf Lupins,1443,1405,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Loxton Region,2013/14,Narrowleaf Lupins,796,1294,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Mildura Region,2013/14,Narrowleaf Lupins,6569,6731,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Strathalbyn,2013/14,Narrowleaf Lupins,1368,2439,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Swan Hill,2013/14,Narrowleaf Lupins,1458,1484,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Whyalla,2013/14,Narrowleaf Lupins,10864,12220,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,345,No
SA VIC Mallee,Southern,Buloke,2014/15,Narrowleaf Lupins,4001,3865,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Karoonda,2014/15,Narrowleaf Lupins,9047,8468,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Le Hunte,2014/15,Narrowleaf Lupins,1753,1351,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Loxton Region,2014/15,Narrowleaf Lupins,966,1244,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Mildura Region,2014/15,Narrowleaf Lupins,7468,5973,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Strathalbyn,2014/15,Narrowleaf Lupins,1661,2345,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Swan Hill,2014/15,Narrowleaf Lupins,1658,1317,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Whyalla,2014/15,Narrowleaf Lupins,13192,11750,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,292,No
SA VIC Mallee,Southern,Buloke,2015/16,Narrowleaf Lupins,2383,952,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Karoonda,2015/16,Narrowleaf Lupins,13303,8171,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Kerang,2015/16,Narrowleaf Lupins,1402,376,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Le Hunte,2015/16,Narrowleaf Lupins,1664,1390,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Loxton Region,2015/16,Narrowleaf Lupins,2664,1942,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Mannum,2015/16,Narrowleaf Lupins,1915,1811,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Mildura Region,2015/16,Narrowleaf Lupins,20184,15621,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Murray Bridge,2015/16,Narrowleaf Lupins,557,583,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Robinvale,2015/16,Narrowleaf Lupins,578,694,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Strathalbyn,2015/16,Narrowleaf Lupins,1055,1330,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Swan Hill,2015/16,Narrowleaf Lupins,2612,1197,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Whyalla,2015/16,Narrowleaf Lupins,16991,12089,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,362,No
SA VIC Mallee,Southern,Buloke,2016/17,Narrowleaf Lupins,2822,6462,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Karoonda,2016/17,Narrowleaf Lupins,12234,12997,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Kerang,2016/17,Narrowleaf Lupins,751,1027,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Le Hunte,2016/17,Narrowleaf Lupins,1857,2134,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Loxton Region,2016/17,Narrowleaf Lupins,2005,2426,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Mannum,2016/17,Narrowleaf Lupins,1223,1404,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Mildura Region,2016/17,Narrowleaf Lupins,11294,19143,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Murray Bridge,2016/17,Narrowleaf Lupins,521,739,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Robinvale,2016/17,Narrowleaf Lupins,271,657,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Strathalbyn,2016/17,Narrowleaf Lupins,1392,2856,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Swan Hill,2016/17,Narrowleaf Lupins,1800,2797,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Whyalla,2016/17,Narrowleaf Lupins,16250,17956,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,277,No
SA VIC Mallee,Southern,Buloke,2017/18,Narrowleaf Lupins,2993,4308,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Karoonda,2017/18,Narrowleaf Lupins,10137,9748,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Kerang,2017/18,Narrowleaf Lupins,796,684,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Le Hunte,2017/18,Narrowleaf Lupins,1539,1600,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Loxton Region,2017/18,Narrowleaf Lupins,1661,1819,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Mannum,2017/18,Narrowleaf Lupins,1014,1053,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Mildura Region,2017/18,Narrowleaf Lupins,11978,12762,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Murray Bridge,2017/18,Narrowleaf Lupins,431,554,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Robinvale,2017/18,Narrowleaf Lupins,287,438,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Strathalbyn,2017/18,Narrowleaf Lupins,1153,2142,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Swan Hill,2017/18,Narrowleaf Lupins,1909,1864,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Whyalla,2017/18,Narrowleaf Lupins,13464,13467,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,168,No
SA VIC Mallee,Southern,Buloke,2018/19,Narrowleaf Lupins,2843,1675,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Karoonda,2018/19,Narrowleaf Lupins,9630,4397,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,214,No
SA VIC Mallee,Southern,Kerang,2018/19,Narrowleaf Lupins,757,369,Root and Crown Fungi,Phytophthora Root Rot,Y,5,5,5,0,0,100,0,214,No
